CalKitAttenuator_2X10dBDate: 2026-04-17
CalKitAttenuator_2X10dBIFBW: 3.000000000000000E+03
CalKitAttenuator_2X10dBGPIB: GPIB0::16::INSTR
CalKitAttenuator_2X10dBStart_Hz: 130000000.0
CalKitAttenuator_2X10dBStop_Hz: 15000000000.0
CalKitAttenuator_2X10dBPoints: 201
CalKitAttenuator_2X10dBColumns:
CalKitAttenuator_2X10dBFreq_Hz, S11_Re, S11_Im, S21_Re, S21_Im, S12_Re, S12_Im, S22_Re, S22_Im
3.104000000000000000e+09,-6.334838999999999887e-01,1.517333999999999905e-01,4.748404000000000015e-04,-6.375312999999999857e-04,7.152556999999999492e-04,5.415080000000000338e-05,-4.782715000000000161e-01,-5.293274000000000035e-01
3.178350000000000000e+09,-6.025390999999999941e-01,2.287903000000000020e-01,1.246332999999999914e-04,-2.752841000000000229e-04,6.218250000000000307e-05,-1.578778000000000082e-04,-5.247192000000000522e-01,-2.844238000000000044e-01
3.252700000000000000e+09,-5.818176000000000458e-01,2.944030999999999731e-01,2.086000000000000018e-07,3.751814000000000125e-04,-6.747841999999999556e-04,5.307794000000000227e-04,-6.486205999999999916e-01,-1.232300000000000062e-01
3.327050000000000000e+09,-5.438842999999999872e-01,3.712157999999999847e-01,-8.190870000000000269e-04,-3.546476000000000229e-04,9.742378999999999579e-04,2.824664000000000168e-04,-7.169799999999999507e-01,-5.798339999999999744e-02
3.401400000000000000e+09,-4.935608000000000217e-01,4.328308000000000155e-01,2.409219999999999949e-04,2.183019999999999980e-04,-8.960962000000000484e-04,1.353620999999999893e-04,-6.280822999999999823e-01,2.755739999999999926e-02
3.475750000000000000e+09,-4.216919000000000084e-01,4.822540000000000160e-01,6.910263999999999946e-04,-5.290806000000000111e-04,-8.493662000000000130e-04,1.411556999999999916e-03,-5.407410000000000272e-01,1.811829000000000078e-01
3.550100000000000000e+09,-3.482360999999999929e-01,5.085144000000000331e-01,3.491044000000000113e-04,-2.590119999999999792e-04,-2.505183000000000236e-04,-7.515549999999999965e-04,-5.001525999999999472e-01,3.303832999999999909e-01
3.624450000000000000e+09,-2.799072000000000227e-01,5.255431999999999881e-01,-1.421212999999999947e-03,-1.942754000000000095e-03,1.298665999999999970e-03,1.309513999999999904e-03,-4.005736999999999770e-01,4.091491999999999907e-01
3.698800000000000000e+09,-2.067871000000000015e-01,5.267028999999999739e-01,-5.197525000000000013e-05,-1.509785999999999941e-03,7.081030000000000202e-05,7.777214000000000176e-04,-2.367858999999999936e-01,5.454101999999999562e-01
3.773150000000000000e+09,-1.329346000000000139e-01,5.303039999999999976e-01,-2.235174000000000091e-04,-7.467269999999999811e-04,1.314281999999999950e-03,-9.572505999999999994e-05,-6.613159000000000398e-02,6.330261000000000360e-01
3.847500000000000000e+09,-3.179931999999999898e-02,5.223999000000000281e-01,1.482725000000000059e-03,-8.224248999999999666e-04,3.017038000000000098e-04,-5.997716999999999686e-05,1.835938000000000014e-01,5.853270999999999891e-01
3.921850000000000000e+09,8.291629999999999834e-02,4.857483000000000217e-01,-1.342415999999999922e-03,-8.249283000000000483e-04,-7.857084000000000073e-04,1.562833999999999925e-03,5.814818999999999960e-01,4.086304000000000047e-01
3.996200000000000000e+09,1.960144000000000053e-01,4.158324999999999938e-01,4.884005000000000074e-04,-1.587986999999999906e-03,-2.011656999999999974e-04,-9.671449999999999839e-04,8.250731999999999511e-01,9.057619999999999560e-02
4.070550000000000000e+09,2.694701999999999931e-01,2.995300000000000185e-01,1.042366000000000082e-03,-1.645446000000000061e-03,5.794764000000000208e-04,9.182691999999999461e-04,6.429749000000000159e-01,-3.909911999999999832e-01
4.144900000000000000e+09,3.050078999999999985e-01,1.977843999999999991e-01,6.204843999999999507e-04,-1.375258000000000079e-03,-2.071022999999999961e-03,-5.120039000000000057e-04,2.932433999999999874e-01,-8.039245999999999892e-01
4.219250000000000000e+09,3.089447000000000165e-01,8.589170000000000138e-02,9.324550000000000026e-04,-2.429961999999999921e-03,-1.655518999999999963e-05,-2.517997999999999808e-04,9.698489999999999889e-02,-8.919677999999999773e-01
4.293600000000000000e+09,2.852324999999999999e-01,1.067999999999999939e-04,-1.275419999999999983e-03,-2.823949000000000077e-03,-5.388856000000000028e-04,-1.147627999999999929e-03,-7.199097000000000135e-02,-6.759948999999999542e-01
4.367950000000000000e+09,2.408905000000000074e-01,-7.326507999999999632e-02,-3.288506999999999975e-03,-5.314112000000000176e-03,-1.153588000000000096e-03,4.793406000000000164e-04,-3.121032999999999724e-01,-4.736633000000000093e-01
4.442300000000000000e+09,1.930008000000000001e-01,-1.277389999999999914e-01,-6.865025000000000294e-03,-7.249354999999999861e-03,-1.371980000000000074e-03,-4.734992999999999949e-04,-4.877624999999999877e-01,-3.966370000000000173e-01
4.516650000000000000e+09,1.397017999999999871e-01,-1.838226000000000027e-01,-8.378029000000000379e-03,-9.129523999999999972e-03,-6.667971999999999658e-04,-3.548264999999999883e-04,-5.267943999999999960e-01,-2.888794000000000084e-01
4.591000000000000000e+09,5.878450000000000342e-02,-2.227324999999999999e-01,-1.293563999999999999e-02,-6.680489000000000392e-03,-1.012384999999999978e-03,-3.314017999999999684e-05,-5.383301000000000336e-01,-1.721190999999999971e-01
4.665350000000000000e+09,-6.164550999999999885e-03,-2.460632000000000097e-01,-1.743698000000000123e-02,-6.507874000000000297e-03,-2.350807000000000005e-04,1.190662000000000100e-03,-5.028991999999999907e-01,-4.751587000000000172e-02
4.739700000000000000e+09,-8.788300000000000278e-02,-2.342072000000000043e-01,-2.378941000000000042e-02,-3.242492999999999721e-05,-1.068829999999999997e-03,1.333356000000000114e-04,-4.999542000000000153e-01,7.850650000000000683e-02
4.814050000000000000e+09,-1.358185000000000087e-01,-2.050781000000000132e-01,-2.992821000000000023e-02,6.708150000000000397e-03,-7.770658000000000166e-04,-1.511037000000000014e-03,-5.168152000000000301e-01,1.814270000000000049e-01
4.888400000000000000e+09,-1.744384999999999963e-01,-1.679992999999999903e-01,-3.360176000000000135e-02,1.421356000000000008e-02,-9.218454000000000492e-04,2.821087999999999916e-04,-5.039367999999999626e-01,2.277222000000000135e-01
4.962750000000000000e+09,-2.010956000000000132e-01,-1.269684000000000090e-01,-3.508759000000000183e-02,2.904129000000000085e-02,5.277989999999999928e-05,-5.375444999999999963e-04,-4.608306999999999820e-01,2.572784000000000182e-01
5.037100000000000000e+09,-2.196808000000000094e-01,-9.103393999999999375e-02,-3.534698000000000007e-02,4.201508000000000326e-02,-4.992186999999999710e-04,6.219446999999999476e-04,-4.046021000000000201e-01,2.984619000000000022e-01
5.111450000000000000e+09,-2.297667999999999933e-01,-4.486847000000000057e-02,-3.082274999999999945e-02,6.184196000000000137e-02,-1.824796000000000003e-04,-8.735656999999999971e-04,-3.686217999999999995e-01,3.521117999999999748e-01
5.185800000000000000e+09,-2.379760999999999960e-01,-2.645874000000000142e-02,-1.942825000000000107e-02,8.121108999999999967e-02,-1.670002999999999982e-03,-1.405596999999999966e-03,-3.448639000000000010e-01,3.963013000000000230e-01
5.260150000000000000e+09,-2.654266000000000125e-01,-1.089477999999999974e-02,-2.983093000000000029e-03,1.004905999999999994e-01,-9.041429000000000132e-04,-5.342364000000000271e-04,-2.787475999999999843e-01,4.485016000000000003e-01
5.334500000000000000e+09,-2.807921999999999918e-01,1.759339999999999862e-02,2.443694999999999895e-02,1.211471999999999966e-01,-5.517303999999999785e-04,5.376340000000000096e-05,-2.301635999999999960e-01,5.352782999999999847e-01
5.408850000000000000e+09,-3.102264000000000133e-01,4.835509999999999808e-02,6.071470000000000339e-02,1.419525000000000092e-01,-1.152515000000000006e-03,-5.073547000000000300e-04,-2.257385000000000086e-01,5.588073999999999542e-01
5.483200000000000000e+09,-2.991332999999999909e-01,8.479309999999999625e-02,1.164016999999999968e-01,1.624831999999999943e-01,-1.744866000000000082e-03,2.393126000000000194e-03,-7.269287000000000665e-02,5.365906000000000287e-01
5.557550000000000000e+09,-2.921447999999999823e-01,1.107635000000000008e-01,1.972198000000000007e-01,1.703032999999999908e-01,-1.109898000000000004e-03,1.164675000000000026e-04,1.000976999999999978e-01,5.471802000000000055e-01
5.631900000000000000e+09,-2.736816000000000249e-01,1.282195999999999891e-01,3.068236999999999770e-01,1.499939000000000133e-01,5.494356000000000153e-04,1.712084000000000002e-03,2.633971999999999980e-01,4.653014999999999790e-01
5.706250000000000000e+09,-2.636719000000000146e-01,1.372069999999999956e-01,4.475403000000000020e-01,7.867430000000000256e-02,-5.068778999999999603e-04,9.053945999999999999e-04,5.790404999999999580e-01,2.521361999999999770e-01
5.780600000000000000e+09,-2.544403000000000081e-01,1.488494999999999957e-01,5.979919000000000207e-01,-7.513427999999999773e-02,1.415252999999999997e-03,2.864479999999999978e-03,7.375182999999999600e-01,-9.759521000000000168e-02
5.854950000000000000e+09,-2.503356999999999943e-01,1.486205999999999916e-01,7.090149000000000035e-01,-3.546753000000000267e-01,-1.426399000000000070e-03,2.664923999999999830e-04,4.316100999999999965e-01,-5.444335999999999620e-01
5.929300000000000000e+09,-2.487640000000000129e-01,1.622162000000000048e-01,6.897583000000000464e-01,-7.240294999999999925e-01,-1.524865999999999938e-03,2.356768000000000133e-04,-8.190917999999999810e-02,-6.677855999999999792e-01
6.003650000000000000e+09,-2.431792999999999871e-01,1.731949000000000127e-01,5.117188000000000292e-01,-1.150940000000000074e+00,1.439303000000000067e-04,1.199540000000000038e-05,-3.565062999999999982e-01,-4.406891000000000003e-01
6.078000000000000000e+09,-2.207793999999999868e-01,1.948394999999999988e-01,1.383057000000000036e-01,-1.581360000000000099e+00,3.860593000000000054e-04,-3.889203000000000039e-04,-4.866332999999999909e-01,-2.065430000000000044e-01
6.152350000000000000e+09,-1.930389000000000133e-01,2.020263999999999949e-01,-4.799804999999999766e-01,-1.959351000000000065e+00,3.187358000000000053e-04,-4.076362000000000258e-04,-4.993591000000000002e-01,-8.972167999999999810e-02
6.226700000000000000e+09,-1.791306000000000009e-01,1.973952999999999958e-01,-1.501098999999999961e+00,-2.169188999999999812e+00,-1.445413000000000047e-04,-1.917005000000000054e-03,-4.575500000000000123e-01,4.620359999999999745e-02
6.301050000000000000e+09,-1.517639000000000071e-01,2.008896000000000015e-01,-2.824463000000000168e+00,-1.837645999999999891e+00,1.482666000000000105e-03,-1.590848000000000121e-04,-4.309540000000000037e-01,9.352109999999999590e-02
6.375400000000000000e+09,-1.348952999999999958e-01,1.872939999999999883e-01,-4.237548999999999566e+00,-8.581543000000000365e-01,3.471971000000000237e-04,7.601975999999999872e-04,-3.385773000000000255e-01,1.823730000000000073e-01
6.449750000000000000e+09,-1.199646000000000046e-01,1.875152999999999959e-01,-5.680419999999999803e+00,1.121825999999999990e+00,-4.208088000000000019e-04,-1.656115000000000050e-04,-2.851868000000000181e-01,2.334441999999999906e-01
6.524100000000000000e+09,-1.116028000000000020e-01,1.775664999999999882e-01,-6.177978999999999665e+00,4.875000000000000000e+00,5.193352999999999945e-04,1.025379000000000091e-03,-1.753234999999999932e-01,2.104796999999999918e-01
6.598450000000000000e+09,-1.083221000000000045e-01,1.845778999999999892e-01,-3.596191000000000138e+00,9.398925999999999448e+00,1.510917999999999983e-03,-1.664162000000000009e-04,-9.506989000000000412e-02,2.291259999999999963e-01
6.672800000000000000e+09,-9.499359000000000275e-02,1.945648000000000100e-01,2.561523000000000216e+00,1.163574000000000019e+01,-6.609260999999999739e-04,2.832412999999999880e-04,-1.962203999999999893e-01,1.585082999999999909e-01
6.747150000000000000e+09,-6.539153999999999800e-02,2.027511999999999925e-01,9.468261999999999290e+00,9.296875000000000000e+00,9.026527000000000118e-04,1.169801000000000044e-03,-2.095718000000000025e-01,8.988949999999999718e-02
6.821500000000000000e+09,-4.561615000000000114e-02,1.933593999999999868e-01,1.336719000000000079e+01,3.086914000000000158e+00,5.441009999999999597e-04,-4.973411999999999538e-04,-2.369613999999999887e-01,1.228560999999999959e-01
6.895850000000000000e+09,-3.644561999999999802e-02,1.847991999999999968e-01,1.311035000000000039e+01,-3.785156000000000187e+00,7.917881000000000094e-04,-3.126561999999999831e-04,-2.146530000000000105e-01,1.335831000000000102e-01
6.970200000000000000e+09,-2.610778999999999878e-02,1.737212999999999952e-01,9.925781000000000631e+00,-9.135253999999999763e+00,-5.968809000000000267e-04,-1.221061000000000065e-03,-1.412887999999999922e-01,1.993178999999999923e-01
7.044550000000000000e+09,-2.432250999999999858e-02,1.615677000000000085e-01,5.183594000000000257e+00,-1.221240000000000059e+01,-9.149610999999999768e-04,2.381209999999999856e-05,-1.341857999999999940e-01,3.041076999999999808e-01
7.118900000000000000e+09,-1.818847999999999993e-02,1.556931000000000009e-01,-7.373047000000000628e-02,-1.320508000000000060e+01,1.435995000000000023e-03,-4.144311000000000240e-04,-1.459197999999999884e-01,2.610778999999999739e-01
7.193250000000000000e+09,-2.309417999999999888e-02,1.392135999999999929e-01,-5.063476999999999784e+00,-1.221435999999999922e+01,1.562356999999999895e-03,3.913640999999999821e-04,-8.699798999999999727e-02,2.374877999999999989e-01
7.267600000000000000e+09,-2.082062000000000149e-02,1.346740999999999910e-01,-9.133300999999999448e+00,-9.604979999999999407e+00,-5.906223999999999849e-04,2.860426999999999913e-04,-5.615234000000000197e-02,2.454529000000000016e-01
7.341950000000000000e+09,-2.558136000000000090e-02,1.275634999999999963e-01,-1.228173999999999921e+01,-5.750000000000000000e+00,-2.749413000000000031e-04,2.693980999999999915e-04,-2.904510000000000078e-02,2.205734000000000028e-01
7.416300000000000000e+09,-4.145050000000000123e-02,1.245918000000000025e-01,-1.425586000000000020e+01,-1.115234000000000059e+00,4.607440000000000054e-05,-1.381814000000000089e-03,5.596919999999999673e-02,2.238541000000000003e-01
7.490650000000000000e+09,-5.033112000000000003e-02,1.175078999999999985e-01,-1.431640999999999941e+01,4.411133000000000415e+00,-6.091297000000000508e-04,3.271103000000000248e-04,8.062740000000000185e-02,2.384338000000000013e-01
7.565000000000000000e+09,-6.419373000000000440e-02,1.351776000000000089e-01,-1.190282999999999980e+01,9.751953000000000316e+00,1.163184999999999957e-03,4.991292999999999511e-04,8.665470000000000117e-02,2.450562000000000018e-01
7.639350000000000000e+09,-4.805755999999999917e-02,1.395721000000000045e-01,-7.910155999999999743e+00,1.355615000000000059e+01,1.085997000000000004e-03,-2.201915000000000035e-03,1.383208999999999966e-01,2.135924999999999907e-01
7.713700000000000000e+09,-4.088593000000000088e-02,1.283874999999999877e-01,-2.507813000000000070e+00,1.670410000000000039e+01,1.467049000000000001e-03,-7.259846000000000354e-04,6.494900000000000673e-02,2.024993999999999961e-01
7.788050000000000000e+09,-3.791045999999999999e-02,1.239394999999999941e-01,4.411132000000000275e+00,1.692382999999999882e+01,7.836819000000000294e-04,-5.040169000000000159e-04,6.847382000000000468e-02,1.005478000000000066e-01
7.862400000000000000e+09,-4.380798000000000331e-02,1.061020000000000019e-01,1.098047000000000040e+01,1.451464999999999961e+01,3.063680000000000049e-04,-2.850651999999999960e-03,6.515503000000000267e-02,2.326999999999999913e-04
7.936750000000000000e+09,-6.663131999999999389e-02,1.168938000000000060e-01,1.600097999999999843e+01,9.525389999999999802e+00,-1.190424000000000039e-03,3.209113999999999782e-04,-3.182888000000000037e-03,3.007889000000000135e-03
8.011100000000000000e+09,-7.903290000000000315e-02,1.351546999999999887e-01,1.850097999999999843e+01,2.044922000000000128e+00,9.113549999999999776e-04,-2.367258000000000123e-03,-4.631804999999999950e-02,-8.252716000000000218e-02
8.085450000000000000e+09,-6.302642999999999440e-02,1.674805000000000044e-01,1.729980000000000118e+01,-4.831055000000000099e+00,1.300334999999999902e-03,-1.103877999999999977e-03,-1.089095999999999953e-01,-7.038879000000000663e-02
8.159800000000000000e+09,-4.965972999999999915e-02,1.716080000000000105e-01,1.387109000000000059e+01,-1.052440999999999960e+01,-1.828909000000000090e-03,1.069307000000000027e-04,-1.588745000000000018e-01,-5.479430999999999885e-02
8.234150000000000000e+09,-3.727721999999999980e-02,1.868362000000000078e-01,9.095214999999999606e+00,-1.443506000000000000e+01,-6.598234000000000293e-05,5.198419000000000347e-04,-1.755981000000000070e-01,-5.863953000000000221e-02
8.308500000000000000e+09,-1.445770000000000041e-02,1.779632999999999909e-01,3.437500000000000000e+00,-1.589746000000000059e+01,-2.548695000000000127e-03,1.763463000000000053e-03,-1.498259999999999870e-01,-6.660460999999999465e-02
8.382850000000000000e+09,-1.317596000000000045e-02,1.599884000000000028e-01,-1.951171999999999906e+00,-1.597461000000000020e+01,-2.354621999999999792e-03,3.984450999999999965e-03,-1.466446000000000138e-01,-2.151488999999999832e-02
8.457200000000000000e+09,-1.564025999999999958e-02,1.513213999999999948e-01,-6.946289000000000158e+00,-1.445020000000000060e+01,-1.340746999999999989e-03,1.816630000000000068e-03,-2.082366999999999968e-01,8.763120000000000631e-02
8.531550000000000000e+09,-1.862335000000000032e-02,1.433105000000000073e-01,-1.125000000000000000e+01,-1.157714999999999961e+01,2.284049999999999926e-04,5.751609999999999882e-03,-1.796570000000000111e-01,9.890749999999999542e-02
8.605900000000000000e+09,-2.645874000000000142e-02,1.468581999999999943e-01,-1.474121000000000059e+01,-7.486328000000000316e+00,6.238818000000000141e-04,-7.817745000000000076e-04,-1.065520999999999968e-01,7.347869999999999402e-02
8.680250000000000000e+09,-2.463531000000000054e-02,1.528854000000000046e-01,-1.671777000000000157e+01,-2.304688000000000070e+00,1.493692000000000132e-04,1.225591000000000050e-03,-4.587555000000000105e-02,1.370391999999999999e-01
8.754600000000000000e+09,-2.136229999999999813e-03,1.656798999999999911e-01,-1.665820000000000078e+01,3.208984000000000059e+00,-9.932517999999999556e-04,3.090738999999999900e-03,3.036500000000000137e-03,1.778336000000000083e-01
8.828950000000000000e+09,2.429960000000000106e-02,1.592940999999999940e-01,-1.469434000000000040e+01,8.308104999999999407e+00,3.349303999999999996e-03,4.129410000000000025e-04,-2.037047999999999984e-02,2.491913000000000045e-01
8.903300000000000000e+09,3.633879999999999749e-02,1.329422000000000104e-01,-1.162598000000000020e+01,1.292285000000000039e+01,1.417099999999999914e-03,-1.927614000000000074e-04,-5.777739999999999959e-02,2.439270000000000049e-01
8.977650000000000000e+09,2.265549000000000035e-02,1.202507000000000020e-01,-6.499023000000000216e+00,1.674902000000000157e+01,7.115303999999999596e-04,-2.225041000000000031e-04,-5.625153000000000098e-02,2.172469999999999957e-01
