CalKitAttenuator_2X10dBDate: 2026-04-17
CalKitAttenuator_2X10dBIFBW: 3.000000000000000E+03
CalKitAttenuator_2X10dBGPIB: GPIB0::16::INSTR
CalKitAttenuator_2X10dBStart_Hz: 148514850.0
CalKitAttenuator_2X10dBStop_Hz: 14999999850.0
CalKitAttenuator_2X10dBPoints: 201
CalKitAttenuator_2X10dBColumns:
CalKitAttenuator_2X10dBFreq_Hz, S11_Re, S11_Im, S21_Re, S21_Im, S12_Re, S12_Im, S22_Re, S22_Im
8.910891000000000000e+08,-1.160479000000000024e-02,-2.023697000000000083e-03,2.379303000000000112e-01,-2.043609999999999871e-01,2.374190999999999940e-01,-2.056273999999999880e-01,-1.389264999999999944e-02,6.165499999999999974e-04
9.653465250000000000e+08,-8.371830000000000244e-03,2.542495999999999992e-03,2.254257000000000066e-01,-2.177352999999999927e-01,2.245940999999999910e-01,-2.168961000000000083e-01,-1.441668999999999937e-02,-2.977370999999999924e-03
1.039603950000000000e+09,-1.546096999999999923e-02,-1.691818000000000098e-03,2.122268999999999961e-01,-2.299881000000000009e-01,2.161559999999999870e-01,-2.324218999999999868e-01,-1.758194000000000076e-02,-3.690720000000000198e-03
1.113861375000000000e+09,-1.458787999999999925e-02,5.039214999999999667e-03,1.984100000000000030e-01,-2.449340999999999879e-01,2.004470999999999892e-01,-2.434691999999999967e-01,-2.459145000000000081e-02,-2.476691999999999956e-03
1.188118800000000000e+09,-1.547908999999999917e-02,2.803326000000000082e-03,1.900330000000000075e-01,-2.532959000000000183e-01,1.865234000000000059e-01,-2.565002000000000115e-01,-2.034854999999999997e-02,-5.917549000000000246e-03
1.262376225000000000e+09,-1.579285000000000064e-02,-5.350113000000000524e-04,1.755523999999999973e-01,-2.644042999999999810e-01,1.684113000000000138e-01,-2.636107999999999785e-01,-2.265643999999999991e-02,-2.341269999999999896e-03
1.336633650000000000e+09,-2.090072999999999931e-02,8.411399999999999866e-04,1.557311999999999863e-01,-2.717743000000000242e-01,1.544494999999999896e-01,-2.715149000000000035e-01,-2.323245999999999992e-02,-6.758690000000000357e-03
1.410891075000000000e+09,-2.241229999999999958e-02,-7.699965999999999929e-03,1.358794999999999864e-01,-2.740935999999999928e-01,1.385650999999999966e-01,-2.753905999999999854e-01,-2.438830999999999985e-02,-5.595206999999999611e-03
1.485148500000000000e+09,-2.449130999999999878e-02,-5.513190999999999752e-03,1.204987000000000003e-01,-2.818451000000000151e-01,1.218261999999999956e-01,-2.823791999999999969e-01,-2.484702999999999912e-02,-5.243300999999999691e-03
1.559405925000000000e+09,-2.349091000000000026e-02,-1.341819999999999992e-02,1.051330999999999932e-01,-2.917480000000000073e-01,1.019744999999999957e-01,-2.922363000000000044e-01,-2.526093000000000088e-02,-1.083565000000000049e-02
1.633663350000000000e+09,-1.435280000000000063e-02,-1.821899000000000088e-02,8.566279999999999728e-02,-3.000945999999999891e-01,8.526609999999999745e-02,-2.999878000000000267e-01,-2.364348999999999965e-02,-5.118369999999999691e-03
1.707920775000000000e+09,-1.125717000000000037e-02,-1.599884000000000028e-02,6.942750000000000310e-02,-2.973784999999999901e-01,6.524660000000000182e-02,-2.999724999999999753e-01,-2.587508999999999990e-02,-9.201050000000000548e-03
1.782178200000000000e+09,-1.009941000000000094e-03,-1.343488999999999968e-02,5.000310000000000171e-02,-3.065032999999999785e-01,5.313110000000000055e-02,-3.067474000000000034e-01,-2.965736000000000067e-02,-1.731299999999999853e-02
1.856435625000000000e+09,1.580239999999999900e-03,-1.759623999999999910e-02,3.213499999999999690e-02,-3.097839000000000009e-01,3.364559999999999773e-02,-3.105316000000000187e-01,-2.711105000000000112e-02,-1.631927000000000030e-02
1.930693050000000000e+09,1.923559999999999940e-03,-1.885318999999999884e-02,1.318360000000000018e-02,-3.129882999999999971e-01,1.982120000000000062e-02,-3.101195999999999953e-01,-2.996253999999999931e-02,-1.687241000000000088e-02
2.004950475000000000e+09,-7.343292000000000395e-03,-1.214408999999999975e-02,3.631600000000000019e-03,-3.096161000000000052e-01,4.486099999999999810e-03,-3.150482000000000005e-01,-2.301978999999999831e-02,-1.297760000000000059e-02
2.079207900000000000e+09,-1.030063999999999980e-02,-1.361847000000000014e-03,-1.509094000000000060e-02,-3.204955999999999916e-01,-1.211547999999999965e-02,-3.051147000000000165e-01,-2.521705999999999948e-02,-1.164817999999999930e-02
2.153465325000000000e+09,-1.449870999999999972e-02,7.905959999999999637e-04,-2.606201000000000004e-02,-3.175659000000000121e-01,-3.402709999999999763e-02,-3.023528999999999800e-01,-2.400398000000000115e-02,-9.529113999999999987e-03
2.227722750000000000e+09,-1.430797999999999966e-02,-3.367423999999999938e-03,-4.670715000000000283e-02,-3.010711999999999833e-01,-5.320740000000000192e-02,-2.987213000000000229e-01,-2.071952999999999989e-02,-8.337021000000000015e-03
2.301980175000000000e+09,-2.208709999999999840e-02,-1.098061000000000002e-02,-6.292725000000000402e-02,-2.938842999999999872e-01,-6.475830000000000475e-02,-2.997741999999999907e-01,-1.892757000000000120e-02,-9.906768999999999298e-03
2.376237600000000000e+09,-2.458954000000000001e-02,-1.567841000000000026e-02,-8.390807999999999600e-02,-2.893219000000000207e-01,-8.723450000000000648e-02,-2.972564999999999791e-01,-2.553940000000000030e-02,-1.491928000000000004e-02
2.450495025000000000e+09,-2.785301000000000096e-02,-2.488326999999999900e-02,-1.024016999999999983e-01,-2.979126000000000274e-01,-1.005859000000000059e-01,-2.915802000000000116e-01,-2.347373999999999988e-02,-2.517128000000000074e-02
2.524752450000000000e+09,-2.692603999999999831e-02,-2.410315999999999848e-02,-1.256713999999999887e-01,-2.893219000000000207e-01,-1.182556000000000024e-01,-2.932433999999999874e-01,-1.199532000000000029e-02,-2.641678000000000082e-02
2.599009875000000000e+09,-2.428817999999999949e-02,-2.996062999999999851e-02,-1.356659000000000059e-01,-2.914580999999999977e-01,-1.471099999999999908e-01,-2.830504999999999827e-01,-6.781577999999999912e-03,-1.634597999999999954e-02
2.673267300000000000e+09,-1.362610000000000036e-02,-2.439117000000000021e-02,-1.452788999999999886e-01,-2.738647000000000165e-01,-1.512756000000000101e-01,-2.771912000000000265e-01,-6.554604000000000333e-03,-1.937103000000000089e-02
2.747524725000000000e+09,6.420140000000000395e-03,-2.978992000000000098e-02,-1.674652000000000085e-01,-2.803039999999999976e-01,-1.627808000000000033e-01,-2.741852000000000178e-01,-1.011562000000000051e-02,-3.646850999999999999e-03
2.821782150000000000e+09,2.325249000000000066e-02,-3.110123000000000054e-02,-1.848754999999999982e-01,-2.643737999999999921e-01,-1.816559000000000090e-01,-2.668151999999999746e-01,-2.008151999999999854e-02,7.190700000000000390e-04
2.896039575000000000e+09,1.693725999999999912e-02,-3.337860000000000132e-02,-1.952972000000000041e-01,-2.446746999999999950e-01,-2.011565999999999910e-01,-2.439270000000000049e-01,-1.722144999999999926e-02,-3.185271999999999843e-03
2.970297000000000000e+09,6.793020000000000308e-03,-1.984119000000000160e-02,-1.998900999999999872e-01,-2.384643999999999930e-01,-2.102202999999999988e-01,-2.318267999999999995e-01,-3.825664999999999795e-03,-4.924297000000000223e-03
3.044554425000000000e+09,1.400089000000000021e-02,2.514839000000000050e-03,-2.252196999999999949e-01,-2.264557000000000098e-01,-2.298430999999999946e-01,-2.267151000000000027e-01,-8.408545999999999382e-03,-1.694201999999999904e-03
3.118811850000000000e+09,2.431296999999999972e-02,1.057243000000000072e-02,-2.449035999999999991e-01,-2.169800000000000062e-01,-2.501373000000000069e-01,-2.081146000000000107e-01,-1.242303999999999978e-02,1.066446000000000061e-02
3.193069275000000000e+09,2.161789000000000072e-02,1.185607999999999974e-02,-2.612304999999999766e-01,-1.904601999999999962e-01,-2.613830999999999793e-01,-1.878356999999999943e-01,-2.486800999999999942e-02,1.251030000000000024e-02
3.267326700000000000e+09,1.147270000000000061e-02,1.193904999999999966e-02,-2.784270999999999829e-01,-1.738281000000000132e-01,-2.655333999999999750e-01,-1.767883000000000093e-01,-3.215218000000000242e-02,1.174736000000000009e-02
3.341584125000000000e+09,1.838112000000000079e-02,1.380539000000000072e-02,-2.826995999999999953e-01,-1.452483999999999997e-01,-2.771605999999999792e-01,-1.639557000000000098e-01,-3.130150000000000293e-02,6.895069999999999671e-03
3.415841550000000000e+09,8.058548000000000447e-03,9.881973000000000493e-03,-2.911834999999999840e-01,-1.390076000000000089e-01,-2.933502000000000054e-01,-1.388854999999999951e-01,-3.480529999999999735e-02,7.114409999999999831e-03
3.490098975000000000e+09,-7.739544000000000111e-03,3.957699999999999733e-05,-2.886504999999999765e-01,-1.172027999999999959e-01,-2.766113000000000044e-01,-1.256713999999999887e-01,-3.331565999999999694e-02,8.096690000000000137e-03
3.564356400000000000e+09,-2.703666999999999876e-02,8.003230000000000066e-03,-2.955627000000000115e-01,-1.110534999999999994e-01,-2.938385000000000025e-01,-1.036682000000000020e-01,-2.650260999999999936e-02,2.527200000000000063e-04
3.638613825000000000e+09,-1.968479000000000062e-02,2.133751000000000050e-02,-3.027953999999999923e-01,-9.719848999999999850e-02,-3.009185999999999805e-01,-8.726501000000000396e-02,-1.744843000000000088e-02,1.193047000000000031e-02
3.712871250000000000e+09,1.330661999999999991e-02,8.947372000000000311e-03,-3.012848000000000193e-01,-8.079529000000000571e-02,-2.983092999999999995e-01,-7.658386000000000360e-02,-2.545547000000000087e-02,1.627158999999999897e-02
3.787128675000000000e+09,8.148189999999999600e-03,-3.334999000000000297e-02,-3.107909999999999839e-01,-7.011414000000000535e-02,-3.017731000000000163e-01,-5.512999999999999845e-02,-3.055476999999999846e-02,1.769160999999999997e-02
3.861386100000000000e+09,-1.085471999999999999e-02,-4.611206000000000332e-02,-3.091125000000000123e-01,-3.311156999999999989e-02,-3.117064999999999975e-01,-3.460693000000000102e-02,-3.483963000000000337e-02,1.086234999999999978e-02
3.935643525000000000e+09,-1.863479999999999998e-02,-3.056907999999999848e-02,-3.289947999999999761e-01,-1.512145999999999976e-02,-3.123473999999999973e-01,-4.226684999999999991e-03,-4.175186000000000175e-02,5.334850000000000356e-03
4.009900950000000000e+09,-4.232406999999999662e-03,-1.080847000000000058e-02,-3.288115999999999817e-01,5.752600000000000074e-03,-3.193054000000000170e-01,-6.591796999999999934e-03,-3.841590999999999756e-02,-7.623671999999999740e-03
4.084158375000000000e+09,1.890659000000000090e-02,-1.465225000000000034e-02,-3.427582000000000129e-01,1.727290000000000075e-02,-3.176116999999999968e-01,8.804299999999999279e-03,-3.128241999999999828e-02,-4.842757999999999959e-03
4.158415800000000000e+09,2.858447999999999892e-02,-2.073001999999999831e-02,-3.313750999999999780e-01,5.238339999999999663e-02,-3.116608000000000156e-01,3.340150000000000063e-02,-2.176476000000000105e-02,-1.335334999999999994e-02
4.232673225000000000e+09,1.807784999999999948e-02,-2.433777000000000162e-02,-3.272858000000000156e-01,6.460570000000000201e-02,-3.032683999999999935e-01,5.894470000000000265e-02,-1.935577000000000131e-02,-6.342887999999999651e-03
4.306930650000000000e+09,1.973723999999999965e-02,-2.249050000000000007e-02,-3.069610999999999867e-01,7.698059999999999625e-02,-2.974242999999999748e-01,7.263179999999999636e-02,-1.405333999999999924e-02,-9.130477999999999164e-03
4.381188075000000000e+09,1.041221999999999981e-02,-2.877998000000000015e-02,-2.952118000000000242e-01,9.901429999999999954e-02,-3.065491000000000188e-01,9.249880000000000602e-02,-9.654044999999999987e-03,-8.866310000000000510e-03
4.455445500000000000e+09,2.779960000000000157e-03,-2.780246999999999927e-02,-2.852630999999999917e-01,1.022490999999999955e-01,-2.916411999999999893e-01,1.114807000000000020e-01,-1.197958000000000009e-02,4.851817999999999929e-03
4.529702925000000000e+09,-6.445885000000000156e-03,-2.105904000000000109e-02,-2.784576000000000273e-01,1.221619000000000038e-01,-2.826538000000000106e-01,1.295470999999999984e-01,-1.866912999999999906e-02,-4.019736999999999789e-03
4.603960350000000000e+09,8.382799999999999497e-04,-2.327537999999999829e-02,-2.813416000000000250e-01,1.437377999999999989e-01,-2.753143000000000118e-01,1.572875999999999996e-01,-1.041889000000000010e-02,-6.155014000000000318e-03
4.678217775000000000e+09,-8.449554000000000179e-04,-3.428077999999999681e-02,-2.651671999999999918e-01,1.613159000000000121e-01,-2.859038999999999886e-01,1.560059000000000029e-01,-2.703965000000000123e-04,3.589242999999999882e-04
4.752475200000000000e+09,6.618499999999999600e-04,-3.292464999999999975e-02,-2.635193000000000119e-01,1.795197000000000043e-01,-2.762451000000000212e-01,1.757201999999999931e-01,-2.758861000000000039e-03,2.501726000000000123e-03
4.826732625000000000e+09,1.747703999999999924e-02,-2.412890999999999994e-02,-2.518616000000000188e-01,1.970061999999999924e-01,-2.641144000000000269e-01,1.851654000000000078e-01,9.325740000000000331e-04,2.732753999999999999e-03
4.900990050000000000e+09,2.145576000000000080e-02,-3.324508999999999798e-02,-2.556610000000000271e-01,2.128143000000000118e-01,-2.608489999999999975e-01,2.067260999999999960e-01,-2.549290999999999970e-03,3.063320999999999926e-03
4.975247475000000000e+09,5.475999999999999965e-03,-3.348923000000000177e-02,-2.144318000000000057e-01,2.342299999999999938e-01,-2.283859000000000028e-01,2.083740000000000037e-01,5.638600000000000122e-04,6.761551000000000193e-03
5.049504900000000000e+09,-1.325798000000000081e-02,-2.267264999999999905e-02,-2.016219999999999957e-01,2.368164000000000102e-01,-2.013701999999999992e-01,2.337722999999999884e-01,-1.416205999999999932e-03,4.623651999999999797e-03
5.123762325000000000e+09,-2.409363000000000130e-02,-1.062964999999999917e-02,-2.001876999999999962e-01,2.406464000000000103e-01,-1.895370000000000110e-01,2.460022000000000042e-01,4.272500000000000039e-04,1.773929999999999951e-02
5.198019750000000000e+09,-1.505327000000000054e-02,5.006789999999999678e-04,-2.092895999999999923e-01,2.505646000000000262e-01,-1.971893000000000118e-01,2.544403000000000081e-01,-1.803397999999999893e-03,2.370929999999999913e-02
5.272277175000000000e+09,-1.253796000000000077e-02,-1.099681999999999917e-02,-1.682587000000000110e-01,2.668762000000000079e-01,-1.653900000000000092e-01,2.664794999999999803e-01,-2.855301000000000193e-03,1.798724999999999977e-02
5.346534600000000000e+09,-2.458571999999999841e-02,-2.951430999999999846e-02,-1.478270999999999891e-01,2.835235999999999867e-01,-1.760864000000000040e-01,2.730407999999999724e-01,6.818771000000000380e-03,8.178710999999999967e-03
5.420792025000000000e+09,-4.607391000000000264e-02,-2.686691000000000079e-02,-1.091614000000000057e-01,2.897643999999999775e-01,-1.241759999999999947e-01,2.978362999999999983e-01,1.500416000000000076e-02,1.558495000000000019e-02
5.495049450000000000e+09,-4.038619999999999710e-02,-3.340912000000000048e-02,-1.091918999999999945e-01,3.102874999999999939e-01,-1.154784999999999978e-01,2.866820999999999953e-01,1.043033999999999975e-02,1.971911999999999970e-02
5.569306875000000000e+09,-4.970168999999999976e-02,-3.583908000000000232e-02,-8.734131000000000533e-02,3.157348999999999850e-01,-1.117249000000000020e-01,3.137969999999999926e-01,-2.072333999999999895e-03,1.986599000000000004e-02
5.643564300000000000e+09,-4.373168999999999668e-02,-4.354476999999999653e-02,-7.322692999999999564e-02,3.230133000000000032e-01,-8.958434999999999315e-02,2.707519999999999927e-01,-2.868652000000000181e-03,2.226830000000000129e-02
5.717821725000000000e+09,-4.711151000000000227e-02,-5.073546999999999779e-02,-6.326294000000000362e-02,3.325500000000000123e-01,-9.303284000000000553e-02,2.814788999999999763e-01,-5.895614999999999883e-03,3.695488000000000245e-02
5.792079150000000000e+09,-3.771590999999999833e-02,-3.430557000000000051e-02,-5.783081000000000332e-02,3.249968999999999775e-01,-3.016662999999999983e-02,3.059997999999999885e-01,1.646040000000000090e-03,3.694534000000000012e-02
5.866336575000000000e+09,-3.412247000000000197e-02,-4.071426000000000212e-02,-3.620911000000000268e-02,3.324431999999999943e-01,-3.138732999999999801e-02,3.108521000000000201e-01,1.727485999999999952e-02,2.980613999999999833e-02
5.940594000000000000e+09,-3.870010000000000117e-02,-4.139708999999999750e-02,1.045229999999999944e-02,3.248290999999999817e-01,-2.943420000000000064e-02,3.200683999999999751e-01,1.942444000000000115e-02,2.616881999999999889e-02
6.014851425000000000e+09,-4.584503000000000189e-02,-4.084014999999999868e-02,2.114869999999999944e-02,3.162078999999999862e-01,2.787780000000000119e-02,3.089905000000000013e-01,9.513850000000000778e-03,2.834702000000000055e-02
6.089108850000000000e+09,-5.142212000000000172e-02,-4.092789000000000149e-02,4.092409999999999798e-02,2.936554000000000109e-01,3.668210000000000220e-02,3.082732999999999723e-01,4.100799999999999931e-03,2.750205999999999831e-02
6.163366275000000000e+09,-5.908585000000000226e-02,-3.891754000000000047e-02,4.245000000000000162e-02,3.027953999999999923e-01,4.521180000000000337e-02,3.161163000000000167e-01,-1.399040000000000049e-03,2.526283000000000001e-02
6.237623700000000000e+09,-5.284500000000000308e-02,-3.022002999999999842e-02,7.868959999999999844e-02,2.718201000000000089e-01,6.953429999999999334e-02,3.046722000000000041e-01,1.117710000000000058e-03,2.834510999999999975e-02
6.311881125000000000e+09,-3.594208000000000125e-02,-4.326630000000000059e-02,8.192439999999999445e-02,2.978210000000000024e-01,4.643250000000000155e-02,3.209381000000000039e-01,2.529140000000000034e-03,3.705214999999999897e-02
6.386138550000000000e+09,-3.640365999999999741e-02,-4.065322999999999853e-02,9.114070000000000504e-02,3.170318999999999776e-01,8.851620000000000321e-02,2.930602999999999958e-01,-1.577377000000000033e-03,4.134560000000000318e-02
6.460395975000000000e+09,-3.213119999999999865e-02,-3.638076999999999978e-02,1.241150000000000031e-01,3.204346000000000139e-01,1.210938000000000014e-01,3.015900000000000247e-01,1.145554000000000017e-02,3.124808999999999920e-02
6.534653400000000000e+09,-2.580833000000000085e-02,-2.630042999999999964e-02,1.423186999999999924e-01,2.890167000000000153e-01,1.299590999999999941e-01,2.876129000000000047e-01,1.020241000000000030e-02,2.945518000000000094e-02
6.608910825000000000e+09,-2.426338000000000106e-02,-2.389716999999999883e-02,1.696776999999999869e-01,2.776642000000000277e-01,1.615601000000000120e-01,2.419738999999999918e-01,6.891249999999999806e-03,1.726532000000000067e-02
6.683168250000000000e+09,-2.781296000000000115e-02,-2.080154000000000031e-02,1.794281000000000070e-01,2.821808000000000094e-01,1.785431000000000101e-01,2.512207000000000190e-01,3.289700000000000003e-03,1.151465999999999948e-02
6.757425675000000000e+09,-3.977394000000000068e-02,-1.048087999999999971e-02,2.040252999999999928e-01,2.349854000000000109e-01,1.696776999999999869e-01,2.594298999999999911e-01,9.733199999999999144e-03,1.685238000000000014e-02
6.831683100000000000e+09,-4.250145000000000312e-02,2.801899999999999964e-03,2.051543999999999868e-01,2.104033999999999904e-01,1.928710999999999898e-01,2.453461000000000114e-01,7.248880000000000080e-03,1.827716999999999883e-02
6.905940525000000000e+09,-2.836131999999999889e-02,1.548672000000000069e-02,2.070464999999999944e-01,1.839905000000000013e-01,2.004241999999999968e-01,2.393340999999999941e-01,1.714324999999999877e-02,1.804160999999999959e-02
6.980197950000000000e+09,-2.319622000000000003e-02,8.460040000000000268e-03,2.415314000000000072e-01,2.053069999999999895e-01,2.128296000000000077e-01,2.268371999999999888e-01,2.087212000000000095e-02,2.722739999999999883e-02
7.054455375000000000e+09,-2.094936000000000020e-02,5.222319999999999914e-03,2.210541000000000034e-01,1.782990000000000130e-01,2.527617999999999809e-01,1.849822999999999884e-01,1.737595000000000112e-02,2.577590999999999910e-02
7.128712800000000000e+09,-3.333855000000000152e-02,-2.552032000000000085e-03,2.565459999999999963e-01,1.728821000000000108e-01,2.354125999999999996e-01,1.781464000000000103e-01,2.394104000000000024e-02,1.666068999999999883e-02
7.202970225000000000e+09,-3.462218999999999713e-02,7.432939999999999860e-03,2.518310999999999744e-01,1.588286999999999893e-01,2.533264000000000071e-01,1.723632999999999971e-01,2.698135000000000117e-02,1.594925000000000162e-02
7.277227650000000000e+09,-3.558540000000000314e-02,6.797789999999999735e-03,2.869568000000000119e-01,1.517333999999999905e-01,2.313995000000000080e-01,1.422119000000000022e-01,2.425193999999999961e-02,1.312064999999999933e-02
7.351485075000000000e+09,-3.278351000000000182e-02,7.238389999999999928e-03,2.505798000000000192e-01,1.516113000000000044e-01,2.656097000000000041e-01,1.449738000000000138e-01,2.299881000000000147e-02,1.655579000000000078e-02
7.425742500000000000e+09,-3.153800999999999827e-02,2.752303999999999862e-02,2.823943999999999899e-01,1.088562000000000002e-01,3.007965000000000222e-01,1.239471000000000045e-01,2.516364999999999921e-02,1.576804999999999873e-02
7.499999925000000000e+09,-2.726935999999999943e-02,3.227615000000000345e-02,2.779082999999999970e-01,6.336980000000000390e-02,2.695006999999999819e-01,1.056976000000000027e-01,2.015495000000000134e-02,1.982116999999999907e-02
7.574257350000000000e+09,-1.686286999999999855e-02,2.921104000000000062e-02,2.646484000000000059e-01,5.554200000000000109e-02,2.922058000000000155e-01,1.079254000000000047e-01,3.147696999999999995e-02,2.139281999999999989e-02
7.648514775000000000e+09,-6.187439000000000307e-03,2.195454000000000155e-02,2.737427000000000055e-01,7.579039999999999389e-02,2.957458000000000031e-01,8.329770000000000230e-02,3.119277999999999981e-02,2.677726999999999885e-02
7.722772200000000000e+09,-2.001189999999999913e-02,8.921619999999999898e-03,2.781066999999999845e-01,5.732729999999999770e-02,2.625580000000000136e-01,5.773930000000000035e-02,2.846527000000000085e-02,1.708793999999999938e-02
7.797029625000000000e+09,-3.052521000000000054e-02,1.268959000000000059e-02,2.967223999999999973e-01,1.119999999999999989e-02,3.131560999999999928e-01,7.034300000000000275e-02,4.132270999999999861e-02,8.134840000000000820e-03
7.871287050000000000e+09,-3.053093000000000126e-02,3.086281000000000094e-02,2.700042999999999749e-01,1.974489999999999926e-02,2.884064000000000072e-01,3.691099999999999937e-02,4.209327999999999681e-02,1.366615000000000017e-02
7.945544475000000000e+09,-1.287651000000000073e-02,4.419518000000000058e-02,3.057556000000000163e-01,2.847289999999999890e-02,2.979584000000000121e-01,1.535030000000000075e-02,3.101349000000000120e-02,8.796689999999999371e-03
8.019801900000000000e+09,-5.229949999999999703e-03,4.992484999999999978e-02,2.718505999999999978e-01,-3.936768000000000212e-03,3.164062999999999737e-01,-2.809143000000000057e-02,3.336524999999999908e-02,6.959919999999999649e-03
8.094059325000000000e+09,1.951220000000000038e-03,3.949546999999999780e-02,2.939758000000000093e-01,-3.271484000000000197e-02,3.081360000000000210e-01,2.792400000000000004e-03,3.596496999999999888e-02,5.365370000000000382e-03
8.168316750000000000e+09,7.637019999999999573e-03,4.271507000000000082e-02,2.801970999999999767e-01,-6.864929000000000170e-02,3.116149999999999753e-01,-4.884337999999999874e-02,3.904723999999999695e-02,1.666259999999999963e-02
8.242574175000000000e+09,1.493449999999999899e-03,2.797890000000000099e-02,2.803955000000000197e-01,-7.617187999999999737e-02,2.746276999999999746e-01,-5.139160000000000256e-02,4.243087999999999721e-02,8.407589999999999508e-03
8.316831600000000000e+09,-1.127624999999999982e-02,2.934836999999999863e-02,2.475585999999999898e-01,-1.043700999999999934e-01,3.063965000000000161e-01,-5.880736999999999770e-02,4.619025999999999688e-02,7.270809999999999947e-03
8.391089025000000000e+09,-1.821518000000000095e-02,3.989982999999999724e-02,2.459869000000000083e-01,-9.521483999999999503e-02,2.944489000000000134e-01,-8.720398000000000038e-02,5.084228999999999832e-02,2.002719999999999934e-03
8.465346450000000000e+09,-2.914429000000000065e-03,4.273986999999999925e-02,2.500457999999999847e-01,-1.217803999999999970e-01,2.789306999999999759e-01,-7.676697000000000382e-02,5.767441000000000234e-02,1.155852999999999915e-02
8.539603875000000000e+09,4.882800000000000074e-04,4.395484999999999670e-02,2.294692999999999872e-01,-1.058121000000000062e-01,2.640380999999999978e-01,-1.016235000000000055e-01,5.051804000000000017e-02,1.562500000000000000e-02
8.613861300000000000e+09,6.603239999999999804e-03,3.407668999999999976e-02,2.285461000000000020e-01,-1.049500000000000016e-01,2.775269000000000208e-01,-1.376952999999999927e-01,4.755783000000000232e-02,1.262282999999999981e-02
8.688118725000000000e+09,9.305950000000000333e-03,2.634047999999999945e-02,2.449646000000000046e-01,-8.815001999999999560e-02,2.517242000000000091e-01,-1.805573000000000039e-01,4.200363000000000013e-02,9.698870000000000061e-03
8.762376150000000000e+09,1.310920999999999961e-02,2.606773000000000076e-02,2.774810999999999805e-01,-1.320038000000000045e-01,2.582092000000000276e-01,-1.594849000000000128e-01,3.809738000000000013e-02,6.381989999999999712e-03
8.836633575000000000e+09,1.970863000000000129e-02,2.894402000000000086e-02,2.535399999999999876e-01,-1.840668000000000026e-01,2.538604999999999889e-01,-1.686248999999999942e-01,4.236220999999999737e-02,7.165910000000000162e-03
8.910891000000000000e+09,2.404593999999999829e-02,2.692603999999999831e-02,2.217484000000000122e-01,-1.961974999999999969e-01,2.146683000000000063e-01,-1.944046000000000107e-01,4.243659999999999793e-02,1.512526999999999969e-02
8.985148425000000000e+09,2.417564000000000171e-02,3.129196000000000061e-02,1.761475000000000124e-01,-2.212523999999999880e-01,2.278594999999999926e-01,-1.931762999999999952e-01,3.943825000000000108e-02,1.848411999999999972e-02
